"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2026年06月19日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","B1101","","B1106","","C120110","","C3107","","C3401","","D2201","","E2101","","E3101","","H6101","","H6103","","H6104","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","B1106_森林面積【ｈａ】","注釈","C120110_課税対象所得【千円】","注釈","C3107_耕地面積【ｈａ】","注釈","C3401_製造品出荷額等【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","H6101_小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6103_大型小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6104_百貨店、総合スーパー数（事業所・企業統計調査結果）【事業所】","注釈","I5101_病院数【施設】","注釈"
"2021100000","2021年度","43442","熊本県 嘉島町","","1,665","","***","","12,816,328","","764","","32,950","","0.67","","2","","1","","***","","***","","***","","2",""
"2021100000","2021年度","43443","熊本県 益城町","","6,568","","***","","39,073,175","","2,240","","70,749","","0.53","","5","","2","","***","","***","","***","","3",""
"2021100000","2021年度","43444","熊本県 甲佐町","","5,793","","***","","9,713,074","","1,180","","11,748","","0.31","","4","","1","","***","","***","","***","","2",""
"2021100000","2021年度","43447","熊本県 山都町","","54,467","","***","","11,964,509","","4,910","","7,995","","0.22","","6","","3","","***","","***","","***","","4",""
"2021100000","2021年度","43468","熊本県 氷川町","","3,336","","***","","11,659,750","","1,550","","603","","0.28","","3","","2","","***","","***","","***","","1",""
"2021100000","2021年度","43482","熊本県 芦北町","","23,401","","***","","13,341,451","","1,430","","15,639","","0.35","","9","","3","","***","","***","","***","","3",""
"2021100000","2021年度","43484","熊本県 津奈木町","","3,408","","***","","3,628,938","","285","","2,654","","0.23","","1","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43501","熊本県 錦町","","8,504","","***","","10,418,602","","1,600","","27,860","","0.39","","3","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43505","熊本県 多良木町","","16,586","","***","","9,118,865","","1,650","","5,738","","0.24","","6","","1","","***","","***","","***","","1",""
"2021100000","2021年度","43506","熊本県 湯前町","","4,837","","***","","3,150,216","","571","","2,103","","0.16","","1","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43507","熊本県 水上村","","19,096","","***","","1,741,829","","359","","2,181","","0.16","","2","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43510","熊本県 相良村","","9,454","","***","","3,565,148","","763","","9,943","","0.20","","2","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43511","熊本県 五木村","","25,292","","***","","986,953","","75","","372","","0.22","","1","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43512","熊本県 山江村","","12,119","","***","","2,796,626","","394","","589","","0.15","","2","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43513","熊本県 球磨村","","20,758","","***","","1,963,649","","560","","264","","0.15","","2","","1","","***","","***","","***","","0",""
"2021100000","2021年度","43514","熊本県 あさぎり町","","15,956","","***","","14,291,993","","2,910","","18,593","","0.23","","5","","1","","***","","***","","***","","1",""
"2021100000","2021年度","43531","熊本県 苓北町","","6,758","","***","","6,395,314","","619","","1,501","","0.45","","4","","1","","***","","***","","***","","3",""
"2020100000","2020年度","43100","熊本県 熊本市","","39,032","","***","","1,048,403,973","","11,200","","430,405","","0.71","","93","","52","","***","","***","","***","","95",""
"2020100000","2020年度","43101","熊本県 熊本市 中央区","","2,545","","***","","-","","-","","13,586","","-","","20","","18","","***","","***","","***","","39",""
"2020100000","2020年度","43102","熊本県 熊本市 東区","","5,019","","***","","-","","-","","83,919","","-","","18","","10","","***","","***","","***","","17",""
"2020100000","2020年度","43103","熊本県 熊本市 西区","","8,933","","***","","-","","-","","22,762","","-","","13","","7","","***","","***","","***","","8",""
"2020100000","2020年度","43104","熊本県 熊本市 南区","","11,001","","***","","-","","-","","132,946","","-","","21","","8","","***","","***","","***","","16",""
"2020100000","2020年度","43105","熊本県 熊本市 北区","","11,534","","***","","-","","-","","177,192","","-","","21","","9","","***","","***","","***","","15",""
"2020100000","2020年度","43202","熊本県 八代市","","68,136","","***","","137,540,481","","7,140","","269,371","","0.51","","24","","16","","***","","***","","***","","10",""
"2020100000","2020年度","43203","熊本県 人吉市","","21,055","","***","","35,020,267","","1,370","","17,628","","0.45","","6","","3","","***","","***","","***","","9",""
"2020100000","2020年度","43204","熊本県 荒尾市","","5,737","","***","","53,593,595","","1,340","","34,150","","0.49","","10","","3","","***","","***","","***","","5",""
"2020100000","2020年度","43205","熊本県 水俣市","","16,329","","***","","23,590,242","","888","","35,205","","0.39","","8","","5","","***","","***","","***","","7",""
"2020100000","2020年度","43206","熊本県 玉名市","","15,260","","***","","73,021,305","","6,290","","54,336","","0.45","","15","","7","","***","","***","","***","","5",""
"2020100000","2020年度","43208","熊本県 山鹿市","","29,969","","***","","50,593,871","","6,910","","67,040","","0.34","","10","","5","","***","","***","","***","","6",""
"2020100000","2020年度","43210","熊本県 菊池市","","27,685","","***","","50,072,834","","5,870","","201,754","","0.44","","10","","5","","***","","***","","***","","5",""
"2020100000","2020年度","43211","熊本県 宇土市","","7,430","","***","","41,495,897","","1,820","","112,295","","0.54","","7","","4","","***","","***","","***","","1",""
"2020100000","2020年度","43212","熊本県 上天草市","","12,694","","***","","24,594,675","","1,160","","10,800","","0.26","","11","","6","","***","","***","","***","","1",""
"2020100000","2020年度","43213","熊本県 宇城市","","18,861","","***","","62,211,873","","5,600","","151,078","","0.41","","13","","5","","***","","***","","***","","8",""
"2020100000","2020年度","43214","熊本県 阿蘇市","","37,630","","***","","26,908,879","","9,170","","80,185","","0.37","","5","","3","","***","","***","","***","","4",""
"2020100000","2020年度","43215","熊本県 天草市","","68,382","","***","","74,921,959","","4,940","","29,503","","0.27","","17","","13","","***","","***","","***","","14",""
"2020100000","2020年度","43216","熊本県 合志市","","5,319","","***","","80,918,998","","2,130","","404,748","","0.68","","7","","3","","***","","***","","***","","5",""
"2020100000","2020年度","43348","熊本県 美里町","","14,400","","***","","8,293,420","","1,170","","3,487","","0.24","","3","","2","","***","","***","","***","","2",""
"2020100000","2020年度","43364","熊本県 玉東町","","2,433","","***","","4,847,429","","750","","3,680","","0.32","","2","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43367","熊本県 南関町","","6,892","","***","","8,671,408","","1,420","","105,146","","0.41","","4","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43368","熊本県 長洲町","","1,944","","***","","16,125,746","","680","","144,352","","0.55","","4","","2","","***","","***","","***","","1",""
"2020100000","2020年度","43369","熊本県 和水町","","9,878","","***","","8,789,475","","1,950","","24,403","","0.25","","2","","2","","***","","***","","***","","1",""
"2020100000","2020年度","43403","熊本県 大津町","","9,910","","***","","45,636,623","","2,190","","211,780","","0.77","","7","","2","","***","","***","","***","","1",""
"2020100000","2020年度","43404","熊本県 菊陽町","","3,746","","***","","62,962,392","","1,430","","170,400","","1.00","","6","","2","","***","","***","","***","","5",""
"2020100000","2020年度","43423","熊本県 南小国町","","11,590","","***","","3,763,183","","1,010","","921","","0.22","","3","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43424","熊本県 小国町","","13,694","","***","","6,438,500","","1,520","","2,591","","0.25","","1","","1","","***","","***","","***","","1",""
"2020100000","2020年度","43425","熊本県 産山村","","6,081","","***","","1,214,576","","927","","0","","0.17","","0","","0","","***","","***","","***","","0",""
"2020100000","2020年度","43428","熊本県 高森町","","17,506","","***","","5,680,707","","2,400","","7,665","","0.25","","1","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43432","熊本県 西原村","","7,722","","***","","7,269,050","","1,140","","37,075","","0.39","","2","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43433","熊本県 南阿蘇村","","13,732","","***","","9,320,947","","3,180","","4,853","","0.25","","5","","1","","***","","***","","***","","1",""
"2020100000","2020年度","43441","熊本県 御船町","","9,903","","***","","16,730,802","","1,400","","11,562","","0.37","","6","","1","","***","","***","","***","","1",""
"2020100000","2020年度","43442","熊本県 嘉島町","","1,665","","***","","12,174,679","","787","","33,753","","0.70","","2","","1","","***","","***","","***","","2",""
"2020100000","2020年度","43443","熊本県 益城町","","6,568","","***","","36,993,779","","2,240","","64,768","","0.56","","5","","2","","***","","***","","***","","3",""
"2020100000","2020年度","43444","熊本県 甲佐町","","5,793","","***","","9,212,298","","1,200","","11,249","","0.32","","4","","1","","***","","***","","***","","2",""
"2020100000","2020年度","43447","熊本県 山都町","","54,467","","***","","11,352,001","","4,970","","6,175","","0.22","","6","","3","","***","","***","","***","","4",""
"2020100000","2020年度","43468","熊本県 氷川町","","3,336","","***","","11,006,206","","1,560","","643","","0.29","","3","","2","","***","","***","","***","","1",""
"2020100000","2020年度","43482","熊本県 芦北町","","23,401","","***","","14,195,373","","1,440","","11,910","","0.35","","9","","3","","***","","***","","***","","3",""
"2020100000","2020年度","43484","熊本県 津奈木町","","3,408","","***","","3,512,277","","289","","2,495","","0.23","","1","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43501","熊本県 錦町","","8,504","","***","","9,762,590","","1,620","","27,312","","0.40","","3","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43505","熊本県 多良木町","","16,586","","***","","8,754,008","","1,650","","5,342","","0.24","","6","","1","","***","","***","","***","","1",""
"2020100000","2020年度","43506","熊本県 湯前町","","4,837","","***","","2,925,845","","577","","2,560","","0.17","","1","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43507","熊本県 水上村","","19,096","","***","","1,615,239","","369","","1,393","","0.16","","2","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43510","熊本県 相良村","","9,454","","***","","3,752,983","","764","","9,527","","0.20","","2","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43511","熊本県 五木村","","25,292","","***","","961,538","","76","","325","","0.22","","1","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43512","熊本県 山江村","","12,119","","***","","2,722,085","","416","","563","","0.15","","2","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43513","熊本県 球磨村","","20,758","","***","","2,602,467","","562","","201","","0.15","","2","","1","","***","","***","","***","","0",""
"2020100000","2020年度","43514","熊本県 あさぎり町","","15,956","","***","","13,837,452","","2,930","","13,402","","0.24","","5","","1","","***","","***","","***","","1",""
"2020100000","2020年度","43531","熊本県 苓北町","","6,758","","***","","6,534,477","","630","","1,518","","0.48","","4","","1","","***","","***","","***","","3",""
"2019100000","2019年度","43100","熊本県 熊本市","","39,032","","6,326","","1,034,810,683","","11,400","","458,054","","0.70","","93","","53","","***","","***","","***","","95",""
